epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.78152,1.71945,3.77763,1.57686,0.00274,0.48333,0.00184,0.00032,1.51658,3.94992,1.54884,6e-05,6e-05,6e-05
