epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.5364,1.66363,3.81178,1.55849,0.00237,0.4,0.00131,0.00029,1.61701,3.98147,1.59301,6e-05,6e-05,6e-05
